OBJECTID,LocationDesc,Bound,StartDate,StartDay,EndDate,EndDay,ADTVolume,AMVolume,AMPkHrVol,PMVolume,PMPkHrVol,ExceptType,Comment,CountID,LocationID,CountType,x,y
129,N CENTRAL ST E of TYLER AVE,W,10/29/2014,THU,10/30/2014,FRI,126,22,6,104,17,Normal Weekday,@ 7735,14103011.VL2,LEG7330,VOLUME,-13663988.8099,5714908.2190999985
130,N CENTRAL ST N of BRISTOL AVE,N,8/14/2017,TUE,8/17/2017,FRI,313,86,22,227,28,Normal Weekday,WITH BIKES,17081574.VL2,LEG7371,VOLUME,-13665329.9165,5715892.719400004
131,N CENTRAL ST N of BRISTOL AVE,S,8/14/2017,TUE,8/17/2017,FRI,248,88,21,160,24,Normal Weekday,WITH BIKES,17081574.VL2,LEG7371,VOLUME,-13665329.9165,5715892.719400004
132,N CENTRAL ST N of BRISTOL AVE,N,8/14/2017,TUE,8/17/2017,FRI,269,72,19,197,26,Normal Weekday,WITHOUT BIKES,17081574A.VL2,LEG7371,VOLUME,-13665329.9165,5715892.719400004
133,N CENTRAL ST N of BRISTOL AVE,S,8/14/2017,TUE,8/17/2017,FRI,215,78,18,137,20,Normal Weekday,WITHOUT BIKES,17081574A.VL2,LEG7371,VOLUME,-13665329.9165,5715892.719400004
134,N CENTRAL ST N of BRISTOL AVE,N,8/14/2017,TUE,8/17/2017,FRI,42,14,4,28,5,Bike Count,ONLY BIKES,17081574B.VL2,LEG7371,VOLUME,-13665329.9165,5715892.719400004
135,N CENTRAL ST N of BRISTOL AVE,S,8/14/2017,TUE,8/17/2017,FRI,38,13,5,25,5,Bike Count,ONLY BIKES,17081574B.VL2,LEG7371,VOLUME,-13665329.9165,5715892.719400004
136,N CENTRAL ST S of NEW YORK AVE,N,8/14/2017,TUE,8/17/2017,FRI,855,200,46,655,94,Normal Weekday,WITH BIKES,17081581.VL2,LEG7352,VOLUME,-13664979.7485,5715420.637699999
137,N CENTRAL ST S of NEW YORK AVE,S,8/14/2017,TUE,8/17/2017,FRI,631,219,49,412,69,Normal Weekday,WITH BIKES,17081581.VL2,LEG7352,VOLUME,-13664979.7485,5715420.637699999
138,N CENTRAL ST S of NEW YORK AVE,N,8/14/2017,TUE,8/17/2017,FRI,825,195,45,630,91,Normal Weekday,WITHOUT BIKES,17081581A.VL2,LEG7352,VOLUME,-13664979.7485,5715420.637699999
139,N CENTRAL ST S of NEW YORK AVE,S,8/14/2017,TUE,8/17/2017,FRI,583,202,45,381,63,Normal Weekday,WITHOUT BIKES,17081581A.VL2,LEG7352,VOLUME,-13664979.7485,5715420.637699999
140,N CENTRAL ST S of NEW YORK AVE,N,8/14/2017,TUE,8/17/2017,FRI,25,4,2,21,4,Bike Count,ONLY BIKES,17081581B.VL2,LEG7352,VOLUME,-13664979.7485,5715420.637699999
141,N CENTRAL ST S of NEW YORK AVE,S,8/14/2017,TUE,8/17/2017,FRI,48,13,6,35,6,Bike Count,ONLY BIKES,17081581B.VL2,LEG7352,VOLUME,-13664979.7485,5715420.637699999
142,N CENTRAL ST S of RENO AVE,N,5/19/2019,MON,5/21/2019,WED,176,44,11,132,21,Normal Weekday,@ 9753,19052014.VL2,LEG7374,VOLUME,-13665497.2193,5716286.301799998
143,N CENTRAL ST S of RENO AVE,S,5/19/2019,MON,5/21/2019,WED,216,83,28,133,39,Normal Weekday,@ 9753,19052014.VL2,LEG7374,VOLUME,-13665497.2193,5716286.301799998
144,N CENTRAL ST S of WEYERHAEUSER AVE,N,8/14/2017,TUE,8/17/2017,FRI,110,38,9,72,9,Normal Weekday,WITH BIKES,17081571.VL2,LEG7376,VOLUME,-13665604.4184,5716539.525700003
145,N CENTRAL ST S of WEYERHAEUSER AVE,S,8/14/2017,TUE,8/17/2017,FRI,114,41,12,73,11,Normal Weekday,WITH BIKES,17081571.VL2,LEG7376,VOLUME,-13665604.4184,5716539.525700003
146,N CENTRAL ST S of WEYERHAEUSER AVE,N,8/14/2017,TUE,8/17/2017,FRI,100,36,9,64,9,Normal Weekday,WITHOUT BIKES,17081571A.VL2,LEG7376,VOLUME,-13665604.4184,5716539.525700003
147,N CENTRAL ST S of WEYERHAEUSER AVE,S,8/14/2017,TUE,8/17/2017,FRI,95,32,9,63,9,Normal Weekday,WITHOUT BIKES,17081571A.VL2,LEG7376,VOLUME,-13665604.4184,5716539.525700003
148,N CENTRAL ST S of WEYERHAEUSER AVE,N,8/14/2017,TUE,8/17/2017,FRI,17,6,3,11,3,Bike Count,ONLY BIKES,17081571B.VL2,LEG7376,VOLUME,-13665604.4184,5716539.525700003
149,N CENTRAL ST S of WEYERHAEUSER AVE,S,8/14/2017,TUE,8/17/2017,FRI,17,8,3,9,4,Bike Count,ONLY BIKES,17081571B.VL2,LEG7376,VOLUME,-13665604.4184,5716539.525700003
150,N CENTRAL ST W of ALMA AVE,E,11/30/2014,MON,12/2/2014,WED,397,190,88,207,39,Normal Weekday,G @ 7112,14120112.VL2,LEG7339,VOLUME,-13663324.178399999,5714679.581500001
151,N CENTRAL ST W of ALMA AVE,W,11/30/2014,MON,12/2/2014,WED,390,124,67,266,61,Normal Weekday,G @ 7112,14120112.VL2,LEG7339,VOLUME,-13663324.178399999,5714679.581500001
152,N CENTRAL ST W of BURR AVE,E,8/14/2017,TUE,8/17/2017,FRI,150,50,14,100,14,Normal Weekday,WITHOUT BIKES,17081582A.VL2,LEG7335,VOLUME,-13663513.455400001,5714744.080899999
153,N CENTRAL ST W of BURR AVE,W,8/14/2017,TUE,8/17/2017,FRI,172,49,14,123,17,Normal Weekday,WITHOUT BIKES,17081582A.VL2,LEG7335,VOLUME,-13663513.455400001,5714744.080899999
154,N CENTRAL ST W of BURR AVE,E,8/14/2017,TUE,8/17/2017,FRI,20,7,2,13,4,Bike Count,ONLY BIKES,17081582B.VL2,LEG7335,VOLUME,-13663513.455400001,5714744.080899999
155,N CENTRAL ST W of BURR AVE,W,8/14/2017,TUE,8/17/2017,FRI,22,7,2,15,5,Bike Count,ONLY BIKES,17081582B.VL2,LEG7335,VOLUME,-13663513.455400001,5714744.080899999
156,N CENTRAL ST W of BURR AVE,E,8/14/2017,TUE,8/17/2017,FRI,177,60,15,117,17,Normal Weekday,WITH BIKES,17081582.VL2,LEG7335,VOLUME,-13663513.455400001,5714744.080899999
157,N CENTRAL ST W of BURR AVE,W,8/14/2017,TUE,8/17/2017,FRI,200,58,16,142,22,Normal Weekday,WITH BIKES,17081582.VL2,LEG7335,VOLUME,-13663513.455400001,5714744.080899999
158,N CENTRAL ST W of CHARLESTON AVE,E,8/14/2017,TUE,8/17/2017,FRI,889,231,49,658,107,Normal Weekday,WITH BIKES,17081573.VL2,LEG7317,VOLUME,-13664562.2022,5715097.782399997
159,N CENTRAL ST W of CHARLESTON AVE,W,8/14/2017,TUE,8/17/2017,FRI,997,315,75,682,113,Normal Weekday,WITH BIKES,17081573.VL2,LEG7317,VOLUME,-13664562.2022,5715097.782399997
160,N CENTRAL ST W of CHARLESTON AVE,E,8/14/2017,TUE,8/17/2017,FRI,820,212,45,608,101,Normal Weekday,WITHOUT BIKES,17081573A.VL2,LEG7317,VOLUME,-13664562.2022,5715097.782399997
161,N CENTRAL ST W of CHARLESTON AVE,W,8/14/2017,TUE,8/17/2017,FRI,909,293,73,616,104,Normal Weekday,WITHOUT BIKES,17081573A.VL2,LEG7317,VOLUME,-13664562.2022,5715097.782399997
162,N CENTRAL ST W of CHARLESTON AVE,E,8/14/2017,TUE,8/17/2017,FRI,66,18,6,48,8,Bike Count,ONLY BIKES,17081573B.VL2,LEG7317,VOLUME,-13664562.2022,5715097.782399997
163,N CENTRAL ST W of CHARLESTON AVE,W,8/14/2017,TUE,8/17/2017,FRI,88,23,7,65,9,Bike Count,ONLY BIKES,17081573B.VL2,LEG7317,VOLUME,-13664562.2022,5715097.782399997
164,N CENTRAL ST W of IDA AVE,E,12/2/2014,WED,12/4/2014,FRI,452,176,82,276,55,Normal Weekday,@ 6940,14120302.VL2,LEG7363,VOLUME,-13663127.2163,5714612.642999999
165,N CENTRAL ST W of IDA AVE,W,12/2/2014,WED,12/4/2014,FRI,518,235,110,283,56,Normal Weekday,@ 6940,14120302.VL2,LEG7363,VOLUME,-13663127.2163,5714612.642999999
166,N CHANNEL AVE W of BALLAST ST,S,3/9/2015,TUE,3/11/2015,THU,4602,1828,370,2774,734,Normal Weekday,,15031005.VL1,LEG7399,VOLUME,-13659765.468600001,5709827.982699998
167,N CHANNEL AVE W of BALLAST ST,W,7/10/2017,TUE,7/12/2017,THU,3687,1380,274,2307,719,Normal Weekday,@ 5115B,17071115C.VL1,LEG7399,VOLUME,-13659765.468600001,5709827.982699998
168,N CHAUTAUQUA BLVD N of WILLAMETTE BLVD,N,6/21/2015,MON,6/24/2015,THU,1190,269,53,921,149,Normal Weekday,7316,15062271.VL2,LEG7497,VOLUME,-13659787.8401,5712517.071900003
169,N CHAUTAUQUA BLVD N of WILLAMETTE BLVD,S,6/21/2015,MON,6/24/2015,THU,1049,501,121,548,76,Normal Weekday,7316,15062271.VL2,LEG7497,VOLUME,-13659787.8401,5712517.071900003
170,N CHAUTAUQUA BLVD N of WILLAMETTE BLVD,S,6/27/2018,THU,6/28/2018,FRI,1349,639,126,710,97,Normal Weekday,@ 7328,180628105.VL2,LEG7497,VOLUME,-13659787.8401,5712517.071900003
171,N CHAUTAUQUA BLVD N of WILLAMETTE BLVD,N,6/27/2018,THU,6/28/2018,FRI,1624,361,71,1263,200,Normal Weekday,@ 7328,180628105.VL2,LEG7497,VOLUME,-13659787.8401,5712517.071900003
172,N CHAUTAUQUA BLVD N of WILLIS BLVD,N,6/27/2018,THU,6/28/2018,FRI,1999,571,102,1428,178,Normal Weekday,@ 881,180628104.VL2,LEG7475,VOLUME,-13659786.4073,5713962.544299997
173,N CHAUTAUQUA BLVD N of WILLIS BLVD,S,6/27/2018,THU,6/28/2018,FRI,2050,692,135,1358,212,Normal Weekday,@ 881,180628104.VL2,LEG7475,VOLUME,-13659786.4073,5713962.544299997
174,N COLUMBIA BLVD W of VAN HOUTEN AVE,E,5/14/2018,TUE,5/17/2018,FRI,9332,3936,713,5396,844,Normal Weekday,@ 5515,180515104.VL1,LEG7635,VOLUME,-13661500.8948,5715565.828400001
175,N COLUMBIA BLVD W of VAN HOUTEN AVE,W,5/14/2018,TUE,5/17/2018,FRI,8213,3492,479,4721,556,Normal Weekday,@ 5515,180515105.VL1,LEG7635,VOLUME,-13661500.8948,5715565.828400001
176,N COLUMBIA WAY W of MACRUM AVE,E,1/29/2018,TUE,1/31/2018,THU,5044,1945,355,3099,526,Normal Weekday,@ 6657,180130100.VL1,LEG7705,VOLUME,-13662303.6034,5715446.748599999
177,N COLUMBIA WAY W of MACRUM AVE,W,1/29/2018,TUE,1/31/2018,THU,6879,2773,622,4106,664,Normal Weekday,@ 6657,180130106.VL1,LEG7705,VOLUME,-13662303.6034,5715446.748599999
178,N CONCORD AVE N of PRESCOTT ST,n,11/4/2018,MON,11/8/2018,FRI,30,7,4,23,8,Obstruction,SIDEWALK @ 4501,181105103.VL2,LEG7991,VOLUME,-13657217.8851,5709408.325599998
179,N CONCORD AVE N of PRESCOTT ST,s,11/4/2018,MON,11/8/2018,FRI,10,3,2,7,3,Obstruction,SIDEWALK @ 4501,181105103.VL2,LEG7991,VOLUME,-13657217.8851,5709408.325599998
180,N CONCORD AVE S of ALBERTA ST,N,6/16/2014,TUE,6/18/2014,THU,193,79,15,114,15,Normal Weekday,@ 4933,14061708.VL2,LEG7978,VOLUME,-13657216.747200001,5709954.795000002
181,N CONCORD AVE S of ALBERTA ST,S,6/16/2014,TUE,6/18/2014,THU,215,70,14,145,21,Normal Weekday,@ 4933,14061708.VL2,LEG7978,VOLUME,-13657216.747200001,5709954.795000002
182,N CONCORD AVE S of EMERSON ST,N,6/23/2014,TUE,6/25/2014,THU,434,101,21,333,66,Normal Weekday,@ 5225,14062409.VL2,LEG7972,VOLUME,-13657214.437800001,5710294.9592999965
183,N CONCORD AVE S of EMERSON ST,S,6/23/2014,TUE,6/25/2014,THU,224,93,24,131,17,Normal Weekday,@ 5225,14062409.VL2,LEG7972,VOLUME,-13657214.437800001,5710294.9592999965
184,N CURTIS AVE N of WILLAMETTE BLVD,N,9/17/2019,WED,9/19/2019,FRI,71,27,7,44,8,Normal Weekday,@ 5909,190917103.VL2,LEG8101,VOLUME,-13658727.709800001,5711017.757200003
185,N CURTIS AVE N of WILLAMETTE BLVD,S,9/17/2019,WED,9/19/2019,FRI,42,19,5,23,5,Normal Weekday,@ 5909,190917103.VL2,LEG8101,VOLUME,-13658727.709800001,5711017.757200003
186,N CURTIS AVE N of WILLAMETTE BLVD,N,8/6/2018,TUE,8/8/2018,THU,51,14,5,37,5,Normal Weekday,@ 5909,18080707.VL2,LEG8101,VOLUME,-13658727.709800001,5711017.757200003
187,N CURTIS AVE N of WILLAMETTE BLVD,S,8/6/2018,TUE,8/8/2018,THU,127,96,48,31,5,Normal Weekday,@ 5909,18080707.VL2,LEG8101,VOLUME,-13658727.709800001,5711017.757200003
188,N CURTIS AVE S of LIBERTY ST,N,7/9/2018,TUE,7/12/2018,FRI,142,45,10,97,16,Normal Weekday,@ 6615,180710184.VL2,LEG8104,VOLUME,-13658703.2716,5711864.988499999
189,N CURTIS AVE S of LIBERTY ST,S,7/9/2018,TUE,7/12/2018,FRI,113,52,17,61,9,Normal Weekday,@ 6615,180710184.VL2,LEG8104,VOLUME,-13658703.2716,5711864.988499999
190,N DANA AVE N of KILPATRICK ST,N,6/23/2014,TUE,6/24/2014,WED,52,15,5,37,8,Normal Weekday,@ 8215,14062408.VL2,LEG8143,VOLUME,-13660284.7325,5713693.641900003
191,N DANA AVE N of KILPATRICK ST,S,6/23/2014,TUE,6/24/2014,WED,57,22,6,35,6,Normal Weekday,@ 8215,14062408.VL2,LEG8143,VOLUME,-13660284.7325,5713693.641900003
192,N DELAWARE AVE N of WILLAMETTE BLVD,N,2/11/2019,TUE,2/13/2019,THU,206,57,15,149,39,Normal Weekday,,19021284.VL2,LEG8311,VOLUME,-13658077.274500001,5710458.601499997
193,N DELAWARE AVE N of WILLAMETTE BLVD,S,2/11/2019,TUE,2/13/2019,THU,206,120,67,86,16,Normal Weekday,,19021284.VL2,LEG8311,VOLUME,-13658077.274500001,5710458.601499997
194,N DELAWARE AVE N of WILLAMETTE BLVD,N,9/16/2019,TUE,9/19/2019,FRI,213,55,13,158,34,Normal Weekday,,19091776.VL2,LEG8311,VOLUME,-13658077.274500001,5710458.601499997
195,N DELAWARE AVE N of WILLAMETTE BLVD,S,9/16/2019,TUE,9/19/2019,FRI,182,102,51,80,14,Normal Weekday,,19091776.VL2,LEG8311,VOLUME,-13658077.274500001,5710458.601499997
196,N DENVER AVE N of WILLAMETTE BLVD,N,2/11/2019,TUE,2/12/2019,WED,1121,268,92,853,229,Normal Weekday,,190212103.VL2,LEG8423,VOLUME,-13657501.2184,5710452.946900003
197,N DENVER AVE N of WILLAMETTE BLVD,S,2/11/2019,TUE,2/12/2019,WED,998,499,226,499,84,Normal Weekday,,190212103.VL2,LEG8423,VOLUME,-13657501.2184,5710452.946900003
198,N DENVER AVE N of WILLAMETTE BLVD,N,9/16/2019,TUE,9/19/2019,FRI,1217,290,99,927,206,Normal Weekday,,19091781.VL2,LEG8423,VOLUME,-13657501.2184,5710452.946900003
199,N DENVER AVE N of WILLAMETTE BLVD,S,9/16/2019,TUE,9/19/2019,FRI,1024,513,223,511,95,Normal Weekday,,19091781.VL2,LEG8423,VOLUME,-13657501.2184,5710452.946900003
200,N EDISON ST W of CHARLESTON AVE,E,5/14/2019,WED,5/16/2019,FRI,191,72,16,119,21,Normal Weekday,@ 8303,19051573.VL2,LEG8589,VOLUME,-13664945.291000001,5714271.325099997
201,N EDISON ST W of CHARLESTON AVE,W,5/14/2019,WED,5/16/2019,FRI,221,87,17,134,19,Normal Weekday,@ 8303,19051573.VL2,LEG8589,VOLUME,-13664945.291000001,5714271.325099997
202,N EDISON ST W of CHARLESTON AVE,E,12/11/2017,TUE,12/14/2017,FRI,136,41,10,95,13,Normal Weekday,@ 8303,171212103.VL2,LEG8589,VOLUME,-13664945.291000001,5714271.325099997
203,N EDISON ST W of CHARLESTON AVE,W,12/11/2017,TUE,12/14/2017,FRI,164,53,12,111,18,Normal Weekday,@ 8303,171212103.VL2,LEG8589,VOLUME,-13664945.291000001,5714271.325099997
204,N EMERSON ST E of EMERSON CT / GREELEY AVE,W,3/13/2019,THU,3/14/2019,FRI,548,197,42,351,70,Normal Weekday,@ 5236,19031473.VL2,LEG8674,VOLUME,-13658341.2165,5710322.5242
205,N EMERSON ST E of EMERSON CT / GREELEY AVE,E,3/13/2019,THU,3/14/2019,FRI,368,197,69,171,27,Normal Weekday,@ 5236,19031473.VL2,LEG8674,VOLUME,-13658341.2165,5710322.5242
206,N EMERSON ST E of EMERSON CT / GREELEY AVE,E,9/16/2019,TUE,9/19/2019,FRI,504,214,43,290,55,Normal Weekday,@ 2708,19091782.VL2,LEG8674,VOLUME,-13658341.2165,5710322.5242
207,N EMERSON ST E of EMERSON CT / GREELEY AVE,W,9/16/2019,TUE,9/19/2019,FRI,525,299,125,226,40,Normal Weekday,@ 2708,19091782.VL2,LEG8674,VOLUME,-13658341.2165,5710322.5242
208,N FESSENDEN ST E of MOHAWK AVE,E,9/18/2017,TUE,9/21/2017,FRI,6531,2489,533,4042,584,Normal Weekday,@ 7915,17091971.VL1,LEG8894,VOLUME,-13663896.3418,5715806.492399998
209,N FESSENDEN ST E of MOHAWK AVE,W,9/18/2017,TUE,9/21/2017,FRI,6223,2400,447,3823,591,Normal Weekday,@ 7915,17091981.VL1,LEG8894,VOLUME,-13663896.3418,5715806.492399998
210,N FESSENDEN ST W of MIDWAY AVE,E,11/15/2016,WED,11/17/2016,FRI,7254,2847,599,4407,643,Normal Weekday,@ 7020,16111609.VL1,LEG8909,VOLUME,-13662866.442699999,5715456.5229
211,N FESSENDEN ST W of MIDWAY AVE,W,11/15/2016,WED,11/17/2016,FRI,6668,2512,447,4156,655,Normal Weekday,@ 7020,16111610.VL1,LEG8909,VOLUME,-13662866.442699999,5715456.5229
212,N FLINT AVE S of RUSSELL ST,N,2/18/2019,TUE,2/20/2019,THU,1247,589,118,658,113,Normal Weekday,WITH BIKES @ 24106 A,190219400.VL2,LEG9050,VOLUME,-13655419.4977,5707080.442299999
213,N FLINT AVE S of RUSSELL ST,S,2/18/2019,TUE,2/20/2019,THU,1759,811,261,948,177,Normal Weekday,WITH BIKES @ 24106 A,190219400.VL2,LEG9050,VOLUME,-13655419.4977,5707080.442299999
214,N FLINT AVE S of RUSSELL ST,N,2/18/2019,TUE,2/20/2019,THU,1224,582,118,642,109,Normal Weekday,WITHOUT BIKES @ 24106 A,190219400A.VL2,LEG9050,VOLUME,-13655419.4977,5707080.442299999
215,N FLINT AVE S of RUSSELL ST,S,2/18/2019,TUE,2/20/2019,THU,1657,744,242,913,174,Normal Weekday,WITHOUT BIKES @ 24106 A,190219400A.VL2,LEG9050,VOLUME,-13655419.4977,5707080.442299999
216,N FLINT AVE S of RUSSELL ST,N,2/18/2019,TUE,2/20/2019,THU,37,13,4,24,6,Bike Count,ONLY BIKES @ 24106 A,190219400B.VL2,LEG9050,VOLUME,-13655419.4977,5707080.442299999
217,N FLINT AVE S of RUSSELL ST,S,2/18/2019,TUE,2/20/2019,THU,122,74,29,48,9,Bike Count,ONLY BIKES @ 24106 A,190219400B.VL2,LEG9050,VOLUME,-13655419.4977,5707080.442299999
218,N FOSS AVE N of WILLAMETTE BLVD,N,7/15/2018,MON,7/18/2018,THU,116,29,8,87,14,Normal Weekday,@ 7324,18071607.VL2,LEG9095,VOLUME,-13660016.577,5712551.1206
219,N FOSS AVE N of WILLAMETTE BLVD,S,7/15/2018,MON,7/18/2018,THU,154,77,28,77,12,Normal Weekday,@ 7324,18071607.VL2,LEG9095,VOLUME,-13660016.577,5712551.1206
220,N FREMONT ST E of BORTHWICK AVE,E,10/31/2018,THU,11/1/2018,FRI,2586,766,162,1820,270,Normal Weekday,@ 620,181101400.VL2,LEG9160,VOLUME,-13655922.605999999,5708248.889200002
221,N FREMONT ST E of BORTHWICK AVE,W,10/31/2018,THU,11/1/2018,FRI,2029,670,142,1359,214,Normal Weekday,@ 620,181101400.VL2,LEG9160,VOLUME,-13655922.605999999,5708248.889200002
222,N FREMONT ST E of COMMERCIAL AVE,E,10/22/2018,TUE,10/25/2018,FRI,2164,700,143,1464,194,Normal Weekday,@ 506,181023400.VL2,LEG9138,VOLUME,-13655679.3306,5708252.185099997
223,N FREMONT ST E of COMMERCIAL AVE,W,10/22/2018,TUE,10/25/2018,FRI,2675,846,188,1829,287,Normal Weekday,@ 506,181023400.VL2,LEG9138,VOLUME,-13655679.3306,5708252.185099997
224,N FREMONT ST W of ALBINA AVE,E,10/22/2018,TUE,10/25/2018,FRI,2042,655,130,1387,195,Normal Weekday,,181023401.VL2,LEG9155,VOLUME,-13656094.904,5708184.322899997
225,N FREMONT ST W of ALBINA AVE,W,10/22/2018,TUE,10/25/2018,FRI,1750,557,117,1193,152,Normal Weekday,,181023401.VL2,LEG9155,VOLUME,-13656094.904,5708184.322899997
226,N FREMONT ST W of GANTENBEIN AVE,E,10/31/2018,THU,11/1/2018,FRI,2254,579,130,1675,232,Normal Weekday,@ 329,181101402.VL2,LEG9171,VOLUME,-13655468.6884,5708251.949600004
227,N FREMONT ST W of GANTENBEIN AVE,W,10/31/2018,THU,11/1/2018,FRI,2141,673,130,1468,198,Normal Weekday,@ 329,181101402.VL2,LEG9171,VOLUME,-13655468.6884,5708251.949600004
228,N GANTENBEIN AVE N of FAILING ST,S,10/21/2018,MON,10/22/2018,TUE,212,113,53,99,19,Normal Weekday,@ 3946,181022103.VL2,LEG9189,VOLUME,-13655454.888,5708675.151000001
229,N GANTENBEIN AVE N of FAILING ST,N,10/21/2018,MON,10/22/2018,TUE,301,75,20,226,55,Normal Weekday,@ 3946,181022103.VL2,LEG9189,VOLUME,-13655454.888,5708675.151000001
230,N GAY AVE N of WILLAMETTE BLVD,N,2/11/2019,TUE,2/13/2019,THU,471,152,40,319,59,Normal Weekday,,19021276.VL2,LEG9251,VOLUME,-13657790.1408,5710454.431400001
231,N GAY AVE N of WILLAMETTE BLVD,S,2/11/2019,TUE,2/13/2019,THU,380,164,41,216,31,Normal Weekday,,19021276.VL2,LEG9251,VOLUME,-13657790.1408,5710454.431400001
232,N GAY AVE N of WILLAMETTE BLVD,N,9/16/2019,TUE,9/18/2019,THU,486,167,52,319,52,Normal Weekday,,190917104.VL2,LEG9251,VOLUME,-13657790.1408,5710454.431400001
233,N GAY AVE N of WILLAMETTE BLVD,S,9/16/2019,TUE,9/18/2019,THU,414,164,46,250,35,Normal Weekday,,190917104.VL2,LEG9251,VOLUME,-13657790.1408,5710454.431400001
234,N GOING ST-GREELEY AVE RAMP W of GOING ST / GREELEY AVE,S,9/25/2016,MON,9/28/2016,THU,6683,2774,478,3909,732,Normal Weekday,,16092606.VL1,LEG9361,VOLUME,-13658006.126899999,5709180.0358000025
235,N GREELEY AVE N of GOING CT,N,1/23/2017,TUE,1/25/2017,THU,7621,2874,652,4747,769,Normal Weekday,WITH BIKES,17012476.VL1,LEG9435,VOLUME,-13658123.5287,5709542.112300001
236,N GREELEY AVE N of GOING CT,N,1/23/2017,TUE,1/25/2017,THU,7519,2854,650,4665,759,Normal Weekday,WITHOUT BIKES,17012476A.VL1,LEG9435,VOLUME,-13658123.5287,5709542.112300001
237,N GREELEY AVE N of GOING CT,N,1/23/2017,TUE,1/25/2017,THU,120,26,4,94,18,Bike Count,ONLY BIKES,17012476B.VL1,LEG9435,VOLUME,-13658123.5287,5709542.112300001
238,N GREELEY AVE N of GOING CT,S,1/23/2017,TUE,1/25/2017,THU,10805,5414,1269,5391,901,Normal Weekday,WITH BIKES,17012480.VL1,LEG9435,VOLUME,-13658123.5287,5709542.112300001
239,N GREELEY AVE N of GOING CT,S,1/23/2017,TUE,1/25/2017,THU,10657,5307,1235,5350,896,Normal Weekday,WITHOUT BIKES,17012480A.VL1,LEG9435,VOLUME,-13658123.5287,5709542.112300001
240,N GREELEY AVE N of GOING CT,S,1/23/2017,TUE,1/25/2017,THU,163,116,35,47,9,Bike Count,ONLY BIKES,17012480B.VL1,LEG9435,VOLUME,-13658123.5287,5709542.112300001
241,N GREELEY AVE S of GOING ST / GOING ST-GREELEY AVE RAMP,S,9/25/2016,MON,9/28/2016,THU,13199,5976,1269,7223,1158,Normal Weekday,WITH BIKES,16092671.VL1,LEG9450,VOLUME,-13657981.4192,5709145.987599999
242,N GREELEY AVE S of GOING ST / GOING ST-GREELEY AVE RAMP,S,9/25/2016,MON,9/28/2016,THU,12795,5765,1216,7030,1130,Normal Weekday,WITHOUT BIKES,16092671A.VL1,LEG9450,VOLUME,-13657981.4192,5709145.987599999
243,N GREELEY AVE S of GOING ST / GOING ST-GREELEY AVE RAMP,S,9/25/2016,MON,9/28/2016,THU,409,211,51,198,32,Bike Count,ONLY BIKES,16092671B.VL1,LEG9450,VOLUME,-13657981.4192,5709145.987599999
244,N GREELEY AVE S of GOING ST / GOING ST-GREELEY AVE RAMP,N,9/25/2016,MON,9/28/2016,THU,12303,5097,959,7206,1139,Normal Weekday,WITH BIKES,16092674.VL1,LEG9450,VOLUME,-13657981.4192,5709145.987599999
245,N GREELEY AVE S of GOING ST / GOING ST-GREELEY AVE RAMP,N,9/25/2016,MON,9/28/2016,THU,12010,4983,943,7027,1121,Normal Weekday,WITHOUT BIKES,16092674A.VL1,LEG9450,VOLUME,-13657981.4192,5709145.987599999
246,N GREELEY AVE S of GOING ST / GOING ST-GREELEY AVE RAMP,N,9/25/2016,MON,9/28/2016,THU,267,87,16,180,39,Bike Count,ONLY BIKES,16092674B.VL1,LEG9450,VOLUME,-13657981.4192,5709145.987599999
247,N GREELEY AVE S of SUMNER ST,N,11/30/2016,THU,12/1/2016,FRI,6756,1755,395,5001,748,Normal Weekday,WITH BIKES,161120174.VL1,LEG9434,VOLUME,-13658318.0473,5710188.825000003
248,N HALLECK ST W of EMERALD AVE,E,3/22/2017,THU,3/23/2017,FRI,223,102,53,121,41,Normal Weekday,WITH BIKES,17032381.VL2,LEG9529,VOLUME,-13658916.6695,5713718.365599997
249,N HALLECK ST W of EMERALD AVE,W,3/22/2017,THU,3/23/2017,FRI,171,47,13,124,24,Normal Weekday,WITH BIKES,17032381.VL2,LEG9529,VOLUME,-13658916.6695,5713718.365599997
250,N HALLECK ST W of EMERALD AVE,E,3/22/2017,THU,3/23/2017,FRI,211,95,49,116,36,Normal Weekday,WITHOUT BIKES,17032381A.VL2,LEG9529,VOLUME,-13658916.6695,5713718.365599997
251,N HALLECK ST W of EMERALD AVE,W,3/22/2017,THU,3/23/2017,FRI,161,44,12,117,22,Normal Weekday,WITHOUT BIKES,17032381A.VL2,LEG9529,VOLUME,-13658916.6695,5713718.365599997
252,N HALLECK ST W of EMERALD AVE,N,3/22/2017,THU,3/23/2017,FRI,12,7,4,5,5,Bike Count,ONLY BIKES,17032381B.VL2,LEG9529,VOLUME,-13658916.6695,5713718.365599997
253,N HALLECK ST W of EMERALD AVE,S,3/22/2017,THU,3/23/2017,FRI,12,3,1,9,4,Bike Count,ONLY BIKES,17032381B.VL2,LEG9529,VOLUME,-13658916.6695,5713718.365599997
254,N HAYDEN MEADOWS DR W of KERBY AVE,E,6/8/2015,TUE,6/11/2015,FRI,3076,831,221,2245,315,Normal Weekday,@ 904,15060912.VL1,LEG9719,VOLUME,-13656071.944699999,5715956.153399996
